workload,region_size,seed,phase_index,active_regions,retired_wavefronts,region_fetched_bytes,region_accessed_bytes,l2hr,util,m1a,m2a,m3a,m4a,m5a
matrixtranspose,4096,44,1,1036,256,4243456,2097152,0.0,0.4942084942084942,0.01579460909867057,54056.14432421163,0.0062431889103103655,1.0,0.2471042471042471
matrixtranspose,64,42,0,0,0,0,0,,,,0.0,0.0,0.0,
matrixtranspose,64,42,1,65592,256,4197888,2097152,0.0,0.4995731186730089,1.0,54056.14432421163,0.0062431889103103655,1.0,0.003902914989632882
matrixtranspose,64,43,0,0,0,0,0,,,,0.0,0.0,0.0,
matrixtranspose,64,43,1,65592,256,4197888,2097152,0.0,0.4995731186730089,1.0,54056.14432421163,0.0062431889103103655,1.0,0.003902914989632882
matrixtranspose,64,44,0,0,0,0,0,,,,0.0,0.0,0.0,
matrixtranspose,64,44,1,65592,256,4197888,2097152,0.0,0.4995731186730089,1.0,54056.14432421163,0.0062431889103103655,1.0,0.003902914989632882
pagerank,1024,42,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,1024,42,1,98,2048,100352,45120,0.9306799962274828,0.44961734693877553,0.06805555555555555,23650.853413777695,0.07951181822161035,0.9489795918367347,20.897959183673468
pagerank,1024,42,2,93,1024,95232,45120,0.995942656207736,0.4737903225806452,0.07187017001545595,32478.269116441537,0.10343350833791148,1.0,11.010752688172044
pagerank,1024,43,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,1024,43,1,98,2048,100352,45120,0.9342458400429415,0.44961734693877553,0.06805555555555555,23650.853413777695,0.07951181822161035,0.9489795918367347,20.897959183673468
pagerank,1024,43,2,93,1024,95232,45120,0.996408905913335,0.4737903225806452,0.0683321087435709,31523.505185813334,0.09633026925552715,1.0,11.010752688172044
pagerank,1024,44,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,1024,44,1,98,2048,100352,45120,0.9300133307941344,0.44961734693877553,0.06805555555555555,23650.853413777695,0.07951181822161035,0.9489795918367347,20.897959183673468
pagerank,1024,44,2,93,1024,95232,45120,0.995731360273193,0.4737903225806452,0.07481898632341111,33069.12885456767,0.10893327087893209,1.0,11.010752688172044
pagerank,16384,42,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,16384,42,1,9,2048,147456,45120,0.9306799962274828,0.3059895833333333,0.00625,23650.853413777695,0.07951181822161035,0.9,227.55555555555554
pagerank,16384,42,2,10,1024,163840,45120,0.995942656207736,0.275390625,0.0077279752704791345,32478.269116441537,0.10343350833791148,1.0,102.4
pagerank,16384,43,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,16384,43,1,9,2048,147456,45120,0.9342458400429415,0.3059895833333333,0.00625,23650.853413777695,0.07951181822161035,0.9,227.55555555555554
pagerank,16384,43,2,10,1024,163840,45120,0.996408905913335,0.275390625,0.0073475385745775165,31523.505185813334,0.09633026925552715,1.0,102.4
pagerank,16384,44,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,16384,44,1,9,2048,147456,45120,0.9300133307941344,0.3059895833333333,0.00625,23650.853413777695,0.07951181822161035,0.9,227.55555555555554
pagerank,16384,44,2,10,1024,163840,45120,0.995731360273193,0.275390625,0.008045052292839904,33069.12885456767,0.10893327087893209,1.0,102.4
pagerank,256,42,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,256,42,1,366,2048,93696,45120,0.9306799962274828,0.48155737704918034,0.25416666666666665,23650.853413777695,0.07951181822161035,0.9672131147540983,5.595628415300546
pagerank,256,42,2,354,1024,90624,45120,0.995942656207736,0.4978813559322034,0.2735703245749614,32478.269116441537,0.10343350833791148,1.0,2.8926553672316384
pagerank,256,43,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,256,43,1,366,2048,93696,45120,0.9342458400429415,0.48155737704918034,0.25416666666666665,23650.853413777695,0.07951181822161035,0.9808743169398907,5.595628415300546
pagerank,256,43,2,359,1024,91904,45120,0.996408905913335,0.4909470752089137,0.2637766348273328,31523.505185813334,0.09633026925552715,1.0,2.852367688022284
pagerank,256,44,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,256,44,1,366,2048,93696,45120,0.9300133307941344,0.48155737704918034,0.25416666666666665,23650.853413777695,0.07951181822161035,0.9726775956284153,5.595628415300546
pagerank,256,44,2,356,1024,91136,45120,0.995731360273193,0.49508426966292135,0.28640386162510056,33069.12885456767,0.10893327087893209,1.0,2.8764044943820224
pagerank,4096,42,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,4096,42,1,30,2048,122880,45120,0.9306799962274828,0.3671875,0.020833333333333332,23650.853413777695,0.07951181822161035,0.8666666666666667,68.26666666666667
pagerank,4096,42,2,26,1024,106496,45120,0.995942656207736,0.42367788461538464,0.02009273570324575,32478.269116441537,0.10343350833791148,1.0,39.38461538461539
pagerank,4096,43,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,4096,43,1,30,2048,122880,45120,0.9342458400429415,0.3671875,0.020833333333333332,23650.853413777695,0.07951181822161035,0.8666666666666667,68.26666666666667
pagerank,4096,43,2,26,1024,106496,45120,0.996408905913335,0.42367788461538464,0.019103600293901544,31523.505185813334,0.09633026925552715,1.0,39.38461538461539
pagerank,4096,44,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,4096,44,1,30,2048,122880,45120,0.9300133307941344,0.3671875,0.020833333333333332,23650.853413777695,0.07951181822161035,0.8666666666666667,68.26666666666667
pagerank,4096,44,2,26,1024,106496,45120,0.995731360273193,0.42367788461538464,0.02091713596138375,33069.12885456767,0.10893327087893209,1.0,39.38461538461539
pagerank,64,42,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,64,42,1,1440,2048,92160,45120,0.9306799962274828,0.4895833333333333,1.0,23650.853413777695,0.07951181822161035,0.8986111111111111,1.4222222222222223
pagerank,64,42,2,1294,1024,82816,45120,0.995942656207736,0.544822256568779,1.0,32478.269116441537,0.10343350833791148,1.0,0.7913446676970634
pagerank,64,43,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,64,43,1,1440,2048,92160,45120,0.9342458400429415,0.4895833333333333,1.0,23650.853413777695,0.07951181822161035,0.9451388888888889,1.4222222222222223
pagerank,64,43,2,1361,1024,87104,45120,0.996408905913335,0.5180014695077149,1.0,31523.505185813334,0.09633026925552715,1.0,0.7523879500367376
pagerank,64,44,0,0,0,0,0,,,,0.0,0.0,0.0,
pagerank,64,44,1,1440,2048,92160,45120,0.9300133307941344,0.4895833333333333,1.0,23650.853413777695,0.07951181822161035,0.8631944444444445,1.4222222222222223
pagerank,64,44,2,1243,1024,79552,45120,0.995731360273193,0.5671761866452132,1.0,33069.12885456767,0.10893327087893209,1.0,0.8238133547868061
simpleconvolution,1024,42,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,1024,42,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,1024,42,2,4130,4132,4229120,2105408,0.6286342347119124,0.4978359564164649,0.06272973055074577,49213.26182239906,0.005690737556708061,1.0,1.0004842615012106
simpleconvolution,1024,43,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,1024,43,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,1024,43,2,4130,4132,4229120,2105408,0.6286342347119124,0.4978359564164649,0.06272973055074577,49213.26182239906,0.005690737556708061,1.0,1.0004842615012106
simpleconvolution,1024,44,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,1024,44,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,1024,44,2,4130,4132,4229120,2105408,0.6286342347119124,0.4978359564164649,0.06272973055074577,49213.26182239906,0.005690737556708061,1.0,1.0004842615012106
simpleconvolution,16384,42,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,16384,42,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,16384,42,2,264,4132,4325376,2105408,0.6286342347119124,0.4867572206439394,0.004009842340289802,49213.26182239906,0.005690737556708061,1.0,15.651515151515152
simpleconvolution,16384,43,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,16384,43,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,16384,43,2,264,4132,4325376,2105408,0.6286342347119124,0.4867572206439394,0.004009842340289802,49213.26182239906,0.005690737556708061,1.0,15.651515151515152
simpleconvolution,16384,44,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,16384,44,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,16384,44,2,264,4132,4325376,2105408,0.6286342347119124,0.4867572206439394,0.004009842340289802,49213.26182239906,0.005690737556708061,1.0,15.651515151515152
simpleconvolution,256,42,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,256,42,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,256,42,2,16470,4132,4216320,2105408,0.6286342347119124,0.49934729811778994,0.250159482365807,49213.26182239906,0.005690737556708061,1.0,0.2508803885853066
simpleconvolution,256,43,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,256,43,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,256,43,2,16470,4132,4216320,2105408,0.6286342347119124,0.49934729811778994,0.250159482365807,49213.26182239906,0.005690737556708061,1.0,0.2508803885853066
simpleconvolution,256,44,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,256,44,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,256,44,2,16470,4132,4216320,2105408,0.6286342347119124,0.49934729811778994,0.250159482365807,49213.26182239906,0.005690737556708061,1.0,0.2508803885853066
simpleconvolution,4096,42,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,4096,42,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,4096,42,2,1046,4132,4284416,2105408,0.6286342347119124,0.4914107313575526,0.01588748139372399,49213.26182239906,0.005690737556708061,1.0,3.950286806883365
simpleconvolution,4096,43,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,4096,43,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,4096,43,2,1046,4132,4284416,2105408,0.6286342347119124,0.4914107313575526,0.01588748139372399,49213.26182239906,0.005690737556708061,1.0,3.950286806883365
simpleconvolution,4096,44,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,4096,44,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,4096,44,2,1046,4132,4284416,2105408,0.6286342347119124,0.4914107313575526,0.01588748139372399,49213.26182239906,0.005690737556708061,1.0,3.950286806883365
simpleconvolution,64,42,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,64,42,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,64,42,2,65838,4132,4213632,2105408,0.6286342347119124,0.4996658464716425,1.0,49213.26182239906,0.005690737556708061,1.0,0.06276010814423282
simpleconvolution,64,43,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,64,43,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,64,43,2,65838,4132,4213632,2105408,0.6286342347119124,0.4996658464716425,1.0,49213.26182239906,0.005690737556708061,1.0,0.06276010814423282
simpleconvolution,64,44,0,0,0,0,0,,,,0.0,0.0,,
simpleconvolution,64,44,1,0,0,0,0,,,,0.0,0.0,0.0,
simpleconvolution,64,44,2,65838,4132,4213632,2105408,0.6286342347119124,0.4996658464716425,1.0,49213.26182239906,0.005690737556708061,1.0,0.06276010814423282
stencil2d,1024,42,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,1024,42,1,4106,248,4204544,2034752,0.22847666085609142,0.48394118363370675,0.06450599343314534,69900.94532121868,0.008229203665635936,0.0,0.06039941548952752
stencil2d,1024,42,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,1024,43,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,1024,43,1,4106,248,4204544,2034752,0.22847666085609142,0.48394118363370675,0.06450599343314534,69900.94532121868,0.008229203665635936,0.0,0.06039941548952752
stencil2d,1024,43,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,1024,44,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,1024,44,1,4106,248,4204544,2034752,0.22847666085609142,0.48394118363370675,0.06450599343314534,69900.94532121868,0.008229203665635936,0.0,0.06039941548952752
stencil2d,1024,44,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,16384,42,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,16384,42,1,260,248,4259840,2034752,0.22847666085609142,0.47765925480769234,0.00408464644243005,69900.94532121868,0.008229203665635936,0.0,0.9538461538461539
stencil2d,16384,42,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,16384,43,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,16384,43,1,260,248,4259840,2034752,0.22847666085609142,0.47765925480769234,0.00408464644243005,69900.94532121868,0.008229203665635936,0.0,0.9538461538461539
stencil2d,16384,43,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,16384,44,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,16384,44,1,260,248,4259840,2034752,0.22847666085609142,0.47765925480769234,0.00408464644243005,69900.94532121868,0.008229203665635936,0.0,0.9538461538461539
stencil2d,16384,44,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,256,42,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,256,42,1,16412,248,4201472,2034752,0.22847666085609142,0.484295028028272,0.25783545158908455,69900.94532121868,0.008229203665635936,0.0,0.015110894467462832
stencil2d,256,42,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,256,43,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,256,43,1,16412,248,4201472,2034752,0.22847666085609142,0.484295028028272,0.25783545158908455,69900.94532121868,0.008229203665635936,0.0,0.015110894467462832
stencil2d,256,43,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,256,44,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,256,44,1,16412,248,4201472,2034752,0.22847666085609142,0.484295028028272,0.25783545158908455,69900.94532121868,0.008229203665635936,0.0,0.015110894467462832
stencil2d,256,44,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,4096,42,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,4096,42,1,1030,248,4218880,2034752,0.22847666085609142,0.4822967233009709,0.016181483983472893,69900.94532121868,0.008229203665635936,0.0,0.2407766990291262
stencil2d,4096,42,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,4096,43,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,4096,43,1,1030,248,4218880,2034752,0.22847666085609142,0.4822967233009709,0.016181483983472893,69900.94532121868,0.008229203665635936,0.0,0.2407766990291262
stencil2d,4096,43,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,4096,44,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,4096,44,1,1030,248,4218880,2034752,0.22847666085609142,0.4822967233009709,0.016181483983472893,69900.94532121868,0.008229203665635936,0.0,0.2407766990291262
stencil2d,4096,44,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,64,42,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,64,42,1,63653,248,4073792,2034752,0.22847666085609142,0.4994737090160715,1.0,69900.94532121868,0.008229203665635936,0.0,0.0038961242989332787
stencil2d,64,42,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,64,43,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,64,43,1,63653,248,4073792,2034752,0.22847666085609142,0.4994737090160715,1.0,69900.94532121868,0.008229203665635936,0.0,0.0038961242989332787
stencil2d,64,43,2,0,0,0,0,,,,0.0,0.0,,
stencil2d,64,44,0,0,0,0,0,,,,0.0,0.0,0.0,
stencil2d,64,44,1,63653,248,4073792,2034752,0.22847666085609142,0.4994737090160715,1.0,69900.94532121868,0.008229203665635936,0.0,0.0038961242989332787
stencil2d,64,44,2,0,0,0,0,,,,0.0,0.0,,
